KEGG	GO_ID	GO_Description
ppa:PAS_chr1-4_0234;	P:GO:0000105; P:GO:0008652; F:GO:0000287; F:GO:0003879; F:GO:0016757; C:GO:0005737	P:L-histidine biosynthetic process; P:amino acid biosynthetic process; F:magnesium ion binding; F:ATP phosphoribosyltransferase activity; F:glycosyltransferase activity; C:cytoplasm
ppa:PAS_chr1-4_0233;	P:GO:0006890; P:GO:0006897; P:GO:0015914; P:GO:0045332; P:GO:0140331; F:GO:0000287; F:GO:0005524; F:GO:0016887; F:GO:0046872; F:GO:0090555; F:GO:0140326; F:GO:0140346; C:GO:0005768; C:GO:0005802; C:GO:0005886; C:GO:0016020	"P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; P:endocytosis; P:phospholipid transport; P:phospholipid translocation; P:aminophospholipid translocation; F:magnesium ion binding; F:ATP binding; F:ATP hydrolysis activity; F:metal ion binding; F:phosphatidylethanolamine flippase activity; F:ATPase-coupled intramembrane lipid transporter activity; F:phosphatidylserine flippase activity; C:endosome; C:trans-Golgi network; C:plasma membrane; C:membrane"
ppa:PAS_chr1-4_0232;	P:GO:0006817; P:GO:0016036; F:GO:0000822; C:GO:0005737; C:GO:0005794; C:GO:0005802; C:GO:0005886; C:GO:0016020	P:phosphate ion transport; P:cellular response to phosphate starvation; F:inositol hexakisphosphate binding; C:cytoplasm; C:Golgi apparatus; C:trans-Golgi network; C:plasma membrane; C:membrane
ppa:PAS_chr1-4_0231;	P:GO:0006886; P:GO:0006888; P:GO:0007029; P:GO:0016192; P:GO:0090110; F:GO:0005198; C:GO:0005783; C:GO:0005789; C:GO:0012507; C:GO:0030127; C:GO:0031410; C:GO:0070971	P:intracellular protein transport; P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:endoplasmic reticulum organization; P:vesicle-mediated transport; P:COPII-coated vesicle cargo loading; F:structural molecule activity; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:ER to Golgi transport vesicle membrane; C:COPII vesicle coat; C:cytoplasmic vesicle; C:endoplasmic reticulum exit site
ppa:PAS_chr1-4_0230;	P:GO:0006412; P:GO:0008380; P:GO:0045727; F:GO:0003723; F:GO:0003924; F:GO:0005525; F:GO:0016787; F:GO:0043022; F:GO:0097177; C:GO:0005739; C:GO:0005743; C:GO:0005759; C:GO:0030532; C:GO:0032991	P:translation; P:RNA splicing; P:positive regulation of translation; F:RNA binding; F:GTPase activity; F:GTP binding; F:hydrolase activity; F:ribosome binding; F:mitochondrial ribosome binding; C:mitochondrion; C:mitochondrial inner membrane; C:mitochondrial matrix; C:small nuclear ribonucleoprotein complex; C:protein-containing complex
ppa:PAS_chr1-4_0229;		
ppa:PAS_chr1-4_0228;	P:GO:0000245; P:GO:0000387; P:GO:0000395; P:GO:0000398; P:GO:0006397; P:GO:0008150; P:GO:0008380; P:GO:0036261; P:GO:1903241; F:GO:0003674; F:GO:0003723; F:GO:0005515; C:GO:0000243; C:GO:0005634; C:GO:0005681; C:GO:0005682; C:GO:0005685; C:GO:0005686; C:GO:0005687; C:GO:0005737; C:GO:0005829; C:GO:0030532; C:GO:0032991; C:GO:0034715; C:GO:0046540; C:GO:0071001; C:GO:0071004; C:GO:0071011; C:GO:0071013; C:GO:1990904	"P:spliceosomal complex assembly; P:spliceosomal snRNP assembly; P:mRNA 5'-splice site recognition; P:mRNA splicing, via spliceosome; P:mRNA processing; P:biological_process; P:RNA splicing; P:7-methylguanosine cap hypermethylation; P:U2-type prespliceosome assembly; F:molecular_function; F:RNA binding; F:protein binding; C:commitment complex; C:nucleus; C:spliceosomal complex; C:U5 snRNP; C:U1 snRNP; C:U2 snRNP; C:U4 snRNP; C:cytoplasm; C:cytosol; C:small nuclear ribonucleoprotein complex; C:protein-containing complex; C:pICln-Sm protein complex; C:U4/U6 x U5 tri-snRNP complex; C:U4/U6 snRNP; C:U2-type prespliceosome; C:precatalytic spliceosome; C:catalytic step 2 spliceosome; C:ribonucleoprotein complex"
ppa:PAS_chr1-4_0227;	C:GO:0005739; C:GO:0016020	C:mitochondrion; C:membrane
ppa:PAS_chr1-4_0663;	P:GO:0006635; F:GO:0004165; F:GO:0016853; C:GO:0005739; C:GO:0005777; C:GO:0005782	P:fatty acid beta-oxidation; F:delta(3)-delta(2)-enoyl-CoA isomerase activity; F:isomerase activity; C:mitochondrion; C:peroxisome; C:peroxisomal matrix
ppa:PAS_chr1-4_0226;	P:GO:0006412; P:GO:0006414; F:GO:0003746; C:GO:0005634; C:GO:0005737	P:translation; P:translational elongation; F:translation elongation factor activity; C:nucleus; C:cytoplasm
ppa:PAS_chr1-4_0225;	P:GO:0006888; P:GO:0007120; P:GO:0016192; P:GO:0030437; P:GO:1902684; P:GO:2000311; F:GO:0038024; C:GO:0000139; C:GO:0005783; C:GO:0005789; C:GO:0005794; C:GO:0016020; C:GO:0030134; C:GO:0071944	P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:axial cellular bud site selection; P:vesicle-mediated transport; P:ascospore formation; P:negative regulation of receptor localization to synapse; P:regulation of AMPA receptor activity; F:cargo receptor activity; C:Golgi membrane; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:Golgi apparatus; C:membrane; C:COPII-coated ER to Golgi transport vesicle; C:cell periphery
ppa:PAS_chr1-4_0224;		
ppa:PAS_chr1-4_0223;	P:GO:0006376; F:GO:0003723; F:GO:0003729; C:GO:0005829; C:GO:0043229	P:mRNA splice site recognition; F:RNA binding; F:mRNA binding; C:cytosol; C:intracellular organelle
ppa:PAS_chr1-4_0222;	P:GO:0006779; P:GO:0019354; F:GO:0004325; F:GO:0016491; F:GO:0043115	P:porphyrin-containing compound biosynthetic process; P:siroheme biosynthetic process; F:ferrochelatase activity; F:oxidoreductase activity; F:precorrin-2 dehydrogenase activity
ppa:PAS_chr1-4_0220;	P:GO:0006338; P:GO:0006355; P:GO:0006388; F:GO:0000213; F:GO:0003676; F:GO:0042393; F:GO:0070577; C:GO:0000785; C:GO:0005634	"P:chromatin remodeling; P:regulation of DNA-templated transcription; P:tRNA splicing, via endonucleolytic cleavage and ligation; F:tRNA-intron endonuclease activity; F:nucleic acid binding; F:histone binding; F:lysine-acetylated histone binding; C:chromatin; C:nucleus"
ppa:PAS_chr1-4_0219;	P:GO:0030071; P:GO:0042149; F:GO:0004865; C:GO:0005737	P:regulation of mitotic metaphase/anaphase transition; P:cellular response to glucose starvation; F:protein serine/threonine phosphatase inhibitor activity; C:cytoplasm
ppa:PAS_chr1-4_0218;	P:GO:0008652; P:GO:0009073; F:GO:0003849; F:GO:0016740; C:GO:0005737	P:amino acid biosynthetic process; P:aromatic amino acid family biosynthetic process; F:3-deoxy-7-phosphoheptulonate synthase activity; F:transferase activity; C:cytoplasm
ppa:PAS_chr1-4_0217;		
ppa:PAS_chr1-4_0216;	P:GO:0000727; P:GO:0006260; P:GO:0006261; C:GO:0000228; C:GO:0000811; C:GO:0005634; C:GO:0032993	P:double-strand break repair via break-induced replication; P:DNA replication; P:DNA-templated DNA replication; C:nuclear chromosome; C:GINS complex; C:nucleus; C:protein-DNA complex
ppa:PAS_chr1-4_0215;	P:GO:0006526; P:GO:0006592; P:GO:0008652; F:GO:0004042; F:GO:0016746; F:GO:0103045; C:GO:0005739; C:GO:0005759	P:L-arginine biosynthetic process; P:ornithine biosynthetic process; P:amino acid biosynthetic process; F:L-glutamate N-acetyltransferase activity; F:acyltransferase activity; F:L-methionine N-acyltransferase activity; C:mitochondrion; C:mitochondrial matrix
ppa:PAS_chr1-4_0213;		
ppa:PAS_chr1-4_0212;	P:GO:0008033; P:GO:0031119; P:GO:1990481; F:GO:0003723; F:GO:0009982; F:GO:0016853; C:GO:0005634; C:GO:0043231	P:tRNA processing; P:tRNA pseudouridine synthesis; P:mRNA pseudouridine synthesis; F:RNA binding; F:pseudouridine synthase activity; F:isomerase activity; C:nucleus; C:intracellular membrane-bounded organelle
ppa:PAS_chr1-4_0211;	P:GO:0042254; P:GO:0042255; P:GO:0042273; F:GO:0003723; C:GO:0005634; C:GO:0005730; C:GO:0030687	"P:ribosome biogenesis; P:ribosome assembly; P:ribosomal large subunit biogenesis; F:RNA binding; C:nucleus; C:nucleolus; C:preribosome, large subunit precursor"
ppa:PAS_chr1-4_0210;	P:GO:0006614; P:GO:0007052; P:GO:0007059; P:GO:0032465; F:GO:0004672; F:GO:0004674; F:GO:0005524; F:GO:0008312; F:GO:0043022; C:GO:0000775; C:GO:0000776; C:GO:0005694; C:GO:0005737; C:GO:0005783; C:GO:0005786; C:GO:0005819; C:GO:0005876; C:GO:0032133; C:GO:0048500; C:GO:0051233	"P:SRP-dependent cotranslational protein targeting to membrane; P:mitotic spindle organization; P:chromosome segregation; P:regulation of cytokinesis; F:protein kinase activity; F:protein serine/threonine kinase activity; F:ATP binding; F:7S RNA binding; F:ribosome binding; C:chromosome, centromeric region; C:kinetochore; C:chromosome; C:cytoplasm; C:endoplasmic reticulum; C:signal recognition particle, endoplasmic reticulum targeting; C:spindle; C:spindle microtubule; C:chromosome passenger complex; C:signal recognition particle; C:spindle midzone"
ppa:PAS_chr1-4_0209;	P:GO:1902775; F:GO:0003676; F:GO:0003723; F:GO:0003729; F:GO:0004386; F:GO:0005524; F:GO:0016787; C:GO:0005739	P:mitochondrial large ribosomal subunit assembly; F:nucleic acid binding; F:RNA binding; F:mRNA binding; F:helicase activity; F:ATP binding; F:hydrolase activity; C:mitochondrion
ppa:PAS_chr1-4_0662;	P:GO:0007052; P:GO:0007059; P:GO:0032465; F:GO:0004672; F:GO:0004674; F:GO:0005524; C:GO:0000775; C:GO:0000776; C:GO:0005694; C:GO:0005819; C:GO:0005876; C:GO:0032133; C:GO:0051233	"P:mitotic spindle organization; P:chromosome segregation; P:regulation of cytokinesis; F:protein kinase activity; F:protein serine/threonine kinase activity; F:ATP binding; C:chromosome, centromeric region; C:kinetochore; C:chromosome; C:spindle; C:spindle microtubule; C:chromosome passenger complex; C:spindle midzone"
ppa:PAS_chr1-4_0208;		
ppa:PAS_chr1-4_0661;	P:GO:0000398; P:GO:0006396; P:GO:0022613; F:GO:0003676; F:GO:0003723; F:GO:0005524; F:GO:0008186; F:GO:0016787; F:GO:0034458; C:GO:0005634; C:GO:0005681; C:GO:1990904	"P:mRNA splicing, via spliceosome; P:RNA processing; P:ribonucleoprotein complex biogenesis; F:nucleic acid binding; F:RNA binding; F:ATP binding; F:ATP-dependent activity, acting on RNA; F:hydrolase activity; F:3'-5' RNA helicase activity; C:nucleus; C:spliceosomal complex; C:ribonucleoprotein complex"
ppa:PAS_chr1-4_0207;	F:GO:0015036; F:GO:0046872; F:GO:0051536; C:GO:0005739; C:GO:0005759	F:disulfide oxidoreductase activity; F:metal ion binding; F:iron-sulfur cluster binding; C:mitochondrion; C:mitochondrial matrix
ppa:PAS_chr1-4_0206;		
ppa:PAS_chr1-4_0693;		
ppa:PAS_chr1-4_0205;	P:GO:0016925; F:GO:0005515; F:GO:0031386; F:GO:0042802; F:GO:0044389; C:GO:0000794; C:GO:0005634; C:GO:0005940	P:protein sumoylation; F:protein binding; F:protein tag activity; F:identical protein binding; F:ubiquitin-like protein ligase binding; C:condensed nuclear chromosome; C:nucleus; C:septin ring
ppa:PAS_chr1-4_0204;	P:GO:0006289; P:GO:0006367; P:GO:0032508; P:GO:0048568; F:GO:0003677; F:GO:0003678; F:GO:0004386; F:GO:0005524; F:GO:0016787; F:GO:0043138; C:GO:0000112; C:GO:0005634; C:GO:0005675; C:GO:0097550	P:nucleotide-excision repair; P:transcription initiation at RNA polymerase II promoter; P:DNA duplex unwinding; P:embryonic organ development; F:DNA binding; F:DNA helicase activity; F:helicase activity; F:ATP binding; F:hydrolase activity; F:3'-5' DNA helicase activity; C:nucleotide-excision repair factor 3 complex; C:nucleus; C:transcription factor TFIIH holo complex; C:transcription preinitiation complex
ppa:PAS_chr1-4_0203;	P:GO:0051301; P:GO:0051315; C:GO:0000775; C:GO:0000776; C:GO:0005634; C:GO:0005694; C:GO:0031262	"P:cell division; P:attachment of mitotic spindle microtubules to kinetochore; C:chromosome, centromeric region; C:kinetochore; C:nucleus; C:chromosome; C:Ndc80 complex"
ppa:PAS_chr1-4_0202;	P:GO:0006629; P:GO:0016024; P:GO:0032049; F:GO:0004605; F:GO:0016740; C:GO:0005739; C:GO:0005743	P:lipid metabolic process; P:CDP-diacylglycerol biosynthetic process; P:cardiolipin biosynthetic process; F:phosphatidate cytidylyltransferase activity; F:transferase activity; C:mitochondrion; C:mitochondrial inner membrane
ppa:PAS_chr1-4_0201;	P:GO:0006357; P:GO:0031326; P:GO:0045892; P:GO:0080090; F:GO:0003714; C:GO:0005634; C:GO:0034967	P:regulation of transcription by RNA polymerase II; P:regulation of cellular biosynthetic process; P:negative regulation of DNA-templated transcription; P:regulation of primary metabolic process; F:transcription corepressor activity; C:nucleus; C:Set3 complex
ppa:PAS_chr1-4_0200;		
ppa:PAS_chr1-4_0199;	P:GO:0006357; P:GO:0045892; F:GO:0003714; F:GO:0003735; C:GO:0005634; C:GO:0005762; C:GO:0034967	P:regulation of transcription by RNA polymerase II; P:negative regulation of DNA-templated transcription; F:transcription corepressor activity; F:structural constituent of ribosome; C:nucleus; C:mitochondrial large ribosomal subunit; C:Set3 complex
ppa:PAS_chr1-4_0198;	P:GO:0015940; F:GO:0004592; F:GO:0005524; F:GO:0016874; C:GO:0005829	P:pantothenate biosynthetic process; F:pantoate-beta-alanine ligase activity; F:ATP binding; F:ligase activity; C:cytosol
ppa:PAS_chr1-4_0197;	P:GO:0016567; P:GO:0031145; P:GO:0045842; P:GO:0051301; C:GO:0005680; C:GO:0005737	P:protein ubiquitination; P:anaphase-promoting complex-dependent catabolic process; P:positive regulation of mitotic metaphase/anaphase transition; P:cell division; C:anaphase-promoting complex; C:cytoplasm
ppa:PAS_chr1-4_0196;	P:GO:0016236; P:GO:0034497; P:GO:0044804; F:GO:0032266; F:GO:0080025; C:GO:0005737; C:GO:0005829; C:GO:0019898; C:GO:0034045	"P:macroautophagy; P:protein localization to phagophore assembly site; P:nucleophagy; F:phosphatidylinositol-3-phosphate binding; F:phosphatidylinositol-3,5-bisphosphate binding; C:cytoplasm; C:cytosol; C:extrinsic component of membrane; C:phagophore assembly site membrane"
ppa:PAS_chr1-4_0195;	P:GO:0008272; P:GO:0055085; P:GO:0098656; P:GO:0098661; P:GO:1902358; F:GO:0008271; F:GO:0008509; F:GO:0015116; C:GO:0016020	P:obsolete sulfate transport; P:transmembrane transport; P:monoatomic anion transmembrane transport; P:inorganic anion transmembrane transport; P:sulfate transmembrane transport; F:secondary active sulfate transmembrane transporter activity; F:monoatomic anion transmembrane transporter activity; F:sulfate transmembrane transporter activity; C:membrane
ppa:PAS_chr1-4_0194;	P:GO:0055085; F:GO:0022857; C:GO:0016020	P:transmembrane transport; F:transmembrane transporter activity; C:membrane
ppa:PAS_chr1-4_0193;	P:GO:0006606; P:GO:0006886; P:GO:0030950; P:GO:0051170; F:GO:0008139; F:GO:0031267; F:GO:0061608; C:GO:0005634; C:GO:0005737; C:GO:0015630; C:GO:0051286	P:protein import into nucleus; P:intracellular protein transport; P:establishment or maintenance of actin cytoskeleton polarity; P:import into nucleus; F:nuclear localization sequence binding; F:small GTPase binding; F:nuclear import signal receptor activity; C:nucleus; C:cytoplasm; C:microtubule cytoskeleton; C:cell tip
ppa:PAS_chr1-4_0192;	P:GO:0044773; F:GO:0004672; F:GO:0004674; F:GO:0005524; C:GO:0005634	P:mitotic DNA damage checkpoint signaling; F:protein kinase activity; F:protein serine/threonine kinase activity; F:ATP binding; C:nucleus
ppa:PAS_chr1-4_0191;	P:GO:0000965; P:GO:0006401; F:GO:0003724; F:GO:0004386; F:GO:0005524; F:GO:0016787; F:GO:0016817; C:GO:0005739; C:GO:0045025	"P:mitochondrial RNA 3'-end processing; P:RNA catabolic process; F:RNA helicase activity; F:helicase activity; F:ATP binding; F:hydrolase activity; F:hydrolase activity, acting on acid anhydrides; C:mitochondrion; C:mitochondrial degradosome"
ppa:PAS_chr1-4_0190;	P:GO:0055085; F:GO:0022857; C:GO:0016020	P:transmembrane transport; F:transmembrane transporter activity; C:membrane
ppa:PAS_chr1-4_0189;	P:GO:0006629; F:GO:0004806	P:lipid metabolic process; F:triacylglycerol lipase activity
ppa:PAS_chr1-4_0188;	P:GO:0009636; P:GO:0046210; P:GO:0062197; P:GO:0071500; F:GO:0008941; F:GO:0016491; F:GO:0019825; F:GO:0020037; F:GO:0046872; F:GO:0071949; C:GO:0005737	P:response to toxic substance; P:nitric oxide catabolic process; P:cellular response to chemical stress; P:cellular response to nitrosative stress; F:nitric oxide dioxygenase NAD(P)H activity; F:oxidoreductase activity; F:oxygen binding; F:heme binding; F:metal ion binding; F:FAD binding; C:cytoplasm
ppa:PAS_chr1-4_0187;		
ppa:PAS_chr1-4_0186;	P:GO:0000398; P:GO:0045292; F:GO:0003723; C:GO:0005685; C:GO:0071004	"P:mRNA splicing, via spliceosome; P:mRNA cis splicing, via spliceosome; F:RNA binding; C:U1 snRNP; C:U2-type prespliceosome"
ppa:PAS_chr1-4_0185;	P:GO:0030041; P:GO:0034314; F:GO:0003779; F:GO:0051015; C:GO:0005737; C:GO:0005856; C:GO:0005885; C:GO:0015629; C:GO:0030479	P:actin filament polymerization; P:Arp2/3 complex-mediated actin nucleation; F:actin binding; F:actin filament binding; C:cytoplasm; C:cytoskeleton; C:Arp2/3 protein complex; C:actin cytoskeleton; C:actin cortical patch
ppa:PAS_chr1-4_0184;	P:GO:0001080; P:GO:0006351; P:GO:0006355; F:GO:0000981; F:GO:0003677; F:GO:0008270; F:GO:0046872; C:GO:0005634	"P:nitrogen catabolite activation of transcription from RNA polymerase II promoter; P:DNA-templated transcription; P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:zinc ion binding; F:metal ion binding; C:nucleus"
ppa:PAS_chr1-4_0183;	P:GO:0006352; P:GO:0006366; F:GO:0003677; F:GO:0016251; C:GO:0005634	P:DNA-templated transcription initiation; P:transcription by RNA polymerase II; F:DNA binding; F:RNA polymerase II general transcription initiation factor activity; C:nucleus
ppa:PAS_chr1-4_0182;	P:GO:0006352; P:GO:0006367; P:GO:0006413; F:GO:0003743; F:GO:0016251; F:GO:1990841; C:GO:0000124; C:GO:0005634; C:GO:0005669; C:GO:0043229	P:DNA-templated transcription initiation; P:transcription initiation at RNA polymerase II promoter; P:translational initiation; F:translation initiation factor activity; F:RNA polymerase II general transcription initiation factor activity; F:promoter-specific chromatin binding; C:SAGA complex; C:nucleus; C:transcription factor TFIID complex; C:intracellular organelle
ppa:PAS_chr1-4_0181;	P:GO:0009165; P:GO:0009435; P:GO:0019363; F:GO:0000309; F:GO:0004515; F:GO:0005524; F:GO:0016779; F:GO:0070566; C:GO:0005634	P:nucleotide biosynthetic process; P:NAD biosynthetic process; P:pyridine nucleotide biosynthetic process; F:nicotinamide-nucleotide adenylyltransferase activity; F:nicotinate-nucleotide adenylyltransferase activity; F:ATP binding; F:nucleotidyltransferase activity; F:adenylyltransferase activity; C:nucleus
ppa:PAS_chr1-4_0179;	P:GO:0000706; P:GO:0006259; P:GO:0007131; P:GO:0019953; P:GO:0042138; F:GO:0003677; F:GO:0003916; F:GO:0003918; F:GO:0005524; F:GO:0046872; C:GO:0000228; C:GO:0005694	"P:meiotic DNA double-strand break processing; P:DNA metabolic process; P:reciprocal meiotic recombination; P:sexual reproduction; P:meiotic DNA double-strand break formation; F:DNA binding; F:DNA topoisomerase activity; F:DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity; F:ATP binding; F:metal ion binding; C:nuclear chromosome; C:chromosome"
